vsym,腰痛,,,,,,,,,,,,,,,,,
nsym,胃部,胃,食道,肺部,十二指肠,腹腔,消化道,肾脏,消化系统,肠胃,,,,,,,,
adescription,欠佳,,每况愈下,很差,变差,较差,极差,不好,不济,更差,,,,,,,,
vsym,大增,大幅提高,与日俱增,,激增,渐增,日增,剧增,颇高,有所增加,,,,,,,,
adescription,沉重,沈重,,吃力,,,,,,,,,,,,,,
nsym,肢体,言语,手部,身体,脸部,手脚,四肢,面部,下肢,,,,,,,,,
nsym,评价,高度评价,称赞,赞誉,评论,赞扬,评分,赞赏,评论者,口碑,,,,,,,,
adescription,敏感,,,,,,,,,,,,,,,,,
nsym,人际,人际关系,同侪,社会关系,社交,,,,,,,,,,,,,
nsym,需求,市场需求,需求量,需要,效益,消费,所需,生产力,供给,,,,,,,,,
adescription,郁闷,沮丧,难过,厌烦,苦恼,无聊,不快,,,,,,,,,,,
vsym,沮丧,失望,厌烦,难过,内疚,愧疚,困惑,不快,懊恼,郁闷,,,,,,,,
nsym,热情,热忱,热诚,自信,激情,渴望,勇气,热爱,真诚,渴求,,,,,,,,
nsym,信心,期望,自信,努力,决心,希望,诚意,热诚,期待,热忱,,,,,,,,
nsym,轻生,自杀,跳楼自杀,,,,,,,,,,,,,,,
nsym,躯体,身体,身躯,肉体,四肢,全身,下半身,躯干,双眼,,,,,,,,,
nsym,月经,排卵,,,,,,,,,,,,,,,,
nsym,矛盾,对立,分歧,冲突,嫌隙,纷争,争执,内部矛盾,猜疑,不和,,,,,,,,
vsym,过敏,过敏反应,过敏原,中毒,发炎,腹泻,感冒,细菌感染,全身性,皮肤病,,,,,,,,
vsym,水肿,发炎,炎症,出血,病变,黄疸,黏膜,肿胀,溃疡,增生,,,,,,,,
nsym,乳房,阴茎,乳头,阴道,生殖器,阴蒂,性器官,睾丸,阴囊,生殖器官,,,,,,,,
vdescription,肿胀,出血,疼痛,发炎,红肿,肿大,溃疡,水肿,咳嗽,腹痛,,,,,,,,
nsym,孕期,妊娠期,妊娠,怀孕期,胎儿,哺乳期,排卵,怀胎,婴幼儿,早产,,,,,,,,
adescription,未遂,行刺,主谋,,,,,,,,,,,,,,,
nsym,精神病,精神分裂症,精神疾病,,精神失常,精神障碍,忧郁症,病症,躁郁症,精神病学,,,,,,,,
vdescription,增多,激增,剧增,增加,有所增加,增高,增大,渐增,升高,快速增长,,,,,,,,
vsym,挥霍,挥霍无度,奢侈,享乐,积蓄,,,,,,,,,,,,,
nsym,约束力,法律效力,拘束力,排他性,发言权,独立性,强制力,,,,,,,,,,,
vdescription,飘忽,,,,,,,,,,,,,,,,,
adescription,出格,,,,,,,,,,,,,,,,,
adescription,暴躁,脾气,好斗,倔强,易怒,懒散,古怪,神经质,蛮横,懦弱,,,,,,,,
vsym,暴食,,,,,,,,,,,,,,,,,
vsym,静坐,绝食,集会,清场,绝食抗议,集会游行,,,,,,,,,,,,
vsym,外出,出外,出门,在家,请假,返家,外地,平时,过夜,,,,,,,,,
vsym,听,听得,问,,大声,听完,不行,说什么,却说,,,,,,,,,
vsym,对抗,对付,抵抗,反抗,敌对,抗衡,结盟,压制,牵制,威慑,,,,,,,,
nsym,父母,双亲,母亲,父母亲,家人,孩子,子女,祖父母,祖母,继父,,,,,,,,
nsym,暴力,暴力行为,使用暴力,恐怖主义,极端主义,恐怖,种族主义,私刑,犯罪行为,过激,,,,,,,,
vsym,发热,痉挛,高热,咳嗽,呼吸困难,发光,,,,,,,,,,,,
vsym,心跳,跳动,,,,,,,,,,,,,,,,
vdescription,加快,,加速,较快,,,更快,,推进,进一步提高,,,,,,,,
nsym,血压,血糖,体温,高血压,心率,眼压,心血管,皮质醇,肝功能,腹水,,,,,,,,
vdescription,升高,增高,,上升,增大,,升温,,,上升时,,,,,,,,
vsym,失禁,呕吐,抽搐,咳嗽,,,,,,,,,,,,,,
nsym,阴毛,生殖器,乳晕,性器官,阴茎,乳房,乳头,生殖器官,外阴,阴囊,,,,,,,,
vdescription,脱落,开裂,破损,断裂,剥落,折断,松脱,裂开,碎裂,穿孔,,,,,,,,
nsym,腋毛,,,,,,,,,,,,,,,,,
vsym,脱发,皮肤炎,皮肤病,,,,,,,,,,,,,,,
nsym,阴道,阴茎,乳头,乳房,尿道,阴囊,生殖器,性器官,阴部,外阴,,,,,,,,
nsym,分泌物,黏液,尿液,皮肤上,唾液,粪便,粘液,异味,口腔,渗出,,,,,,,,
asym,肥胖,体重增加,糖尿病,肥胖症,厌食症,高血压,心血管疾病,老年人,,,,,,,,,,
nsym,关节,肌肉,肌腱,脊椎,四肢,脊柱,足部,膝关节,手部,腿部,,,,,,,,
nsym,骨质,角质,软组织,软骨,颈部,骨,骨板,脊柱,表皮,结节,,,,,,,,
adescription,疏松,质地,较厚,松软,较硬,粒状,块状,,,,,,,,,,,
asym,心烦,烦躁,,,,,,,,,,,,,,,,
vsym,担心,担忧,害怕,忧虑,惧怕,责怪,顾虑,怕,恐怕,激怒,,,,,,,,
vsym,失控,无法控制,冲出,失灵,失去平衡,,,,,,,,,,,,,
isym,优柔寡断,软弱,懦弱,无能,固执,胆怯,自负,,,,,,,,,,,
nsym,无助,绝望,冷漠,可怜,,,,,,,,,,,,,,
nsym,无望,决意,,,,,,,,,,,,,,,,
vsym,否定,驳斥,反驳,断言,论证,解释,论点,论断,陈述,所谓,,,,,,,,
vsym,拖累,,,,,,,,,,,,,,,,,
vsym,死亡,丧生,失踪,丧命,致死,幸存者,生还,遇害,死亡者,,,,,,,,,
vsym,上吊,上吊自杀,自杀,坠楼,跳楼,,,,,,,,,,,,,
vsym,烧炭,,,,,,,,,,,,,,,,,
vsym,吃药,,,,,,,,,,,,,,,,,
vsym,认为,指出,看来,相信,普遍认为,,视为,忽视,显然,确信,,,,,,,,
vsym,患病,生病,得病,病重,染病,患,卧床,病危,年老,体弱,,,,,,,,
adescription,亢进,失调,功能障碍,嗜睡,,,,,,,,,,,,,,
nsym,脖子,头上,胳膊,额头,手臂,肩膀,腿,鼻子,手脚,下巴,,,,,,,,
vsym,口干,耳鸣,呕吐,,,,,,,,,,,,,,,
adescription,模糊,模糊不清,清晰,含糊,,,,,,,,,,,,,,
nsym,喉头,喉咙,鼻腔,嘴唇,舌头,食道,口腔,喉部,,,,,,,,,,
vdescription,灼烧,,,,,,,,,,,,,,,,,
isym,消化不良,便秘,腹泻,腹痛,利尿,泻药,嗜睡,,,,,,,,,,,
vdescription,援引,引述,指出,引用,驳斥,反驳,声称,称,辩称,申明,,,,,,,,
vsym,被害,遇害,杀害,无辜,受害,自杀身亡,活埋,服毒自杀,误杀,行凶,,,,,,,,
nsym,疾病,病症,传染病,性疾病,病因,癌症,营养不良,哮喘,疟疾,结核病,,,,,,,,
vsym,谴责,指责,抨击,反对,控诉,批评,责难,斥责,严厉批评,诋毁,,,,,,,,
vsym,幻听,,,,,,,,,,,,,,,,,
nsym,头,两头,脚,尾,,,背,背脊,,,,,,,,,,
nsym,眼睛,双眼,瞳孔,耳朵,鼻子,嘴唇,额头,眼球,嘴巴,胸部,,,,,,,,
nsym,手臂,双脚,肩膀,手指,双手,右手,双腿,小腿,腿部,右臂,,,,,,,,
nsym,大腿,膝盖,肩膀,小腿,脚踝,腿部,手肘,臀部,腰部,肩部,,,,,,,,
nsym,小腿,大腿,腿部,手臂,脚踝,肩膀,右脚,臀部,脚部,膝部,,,,,,,,
nsym,脚,头,脚上,腿,踩,足,后脚,右脚,双脚,,,,,,,,,
nsym,胸部,头部,腹部,颈部,臀部,腰部,背部,脸部,面部,腿部,,,,,,,,
nsym,背部,腹部,头部,颈部,胸部,肩部,尾部,臀部,下颚,腿部,,,,,,,,
vsym,踌躇,犹豫,,,,,,,,,,,,,,,,
isym,精力充沛,聪明,天性,,,,,,,,,,,,,,,
adescription,自信,热情,勇气,自信心,坚强,真诚,毅力,自觉,热忱,固执,,,,,,,,
isym,兴高采烈,欣喜若狂,,,,,,,,,,,,,,,,
vdescription,提高,提升,,增加,大大提高,大幅提高,进一步提高,,,更高,,,,,,,,
vsym,争吵,争执,吵架,发生争执,口角,争斗,大打出手,不和,一夜情,纠缠,,,,,,,,
vsym,争执,争吵,纠纷,纷争,冲突,不和,发生争执,意见分歧,发生冲突,关系恶化,,,,,,,,
vsym,轻率,草率,鲁莽,愚蠢,软弱,狂妄,,,,,,,,,,,,
vsym,负责任,尊重,诚实,承担责任,,,,,,,,,,,,,,
asym,愚蠢,可笑,荒谬,荒唐,肤浅,卑鄙,幼稚,轻蔑,简直,愚笨,,,,,,,,
asym,鲁莽,蛮横,愚蠢,懦弱,凶狠,卑鄙,自负,固执,自以为是,胆怯,,,,,,,,
nsym,思想,观念,哲学思想,学说,思维,意识形态,马克思主义,观点,思想体系,理想主义,,,,,,,,
vsym,喜爱,青睐,欢迎,追捧,钟爱,喜欢,欣赏,爱好,热爱,偏爱,,,,,,,,
vsym,心烦,烦躁,,,,,,,,,,,,,,,,
asym,焦躁,烦躁,焦虑,冷漠,迷茫,,,,,,,,,,,,,
vsym,增加,增加,,提高,增大,上升,,,,增高,,,,,,,,
